eva_nr,station_name,line,train_number,ID,planned_arrival,changed_arrival,arrival_delay_m,planned_departure,changed_departure,departure_delay_m,priority,planned_platform,changed_platform_arrival,path,info,arrival_status,departure_status,arrival_path,departure_path,message_status,train_route_id,train_line_number,status_train,arrival_weekday,departure_weekday
8000508,Altbach,S1,39901,328804799257861666-2412092150-6,2024-12-09 22:07:00,2024-12-09 22:12:00,5,2024-12-09 22:07:00,2024-12-09 22:13:00,6,,3,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen,,,,,,,328804799257861666-2412092150,6,,Monday,Monday
8000508,Altbach,S1,7168,-8199876978329734252-2412092116-24,2024-12-09 22:19:00,2024-12-09 22:19:00,0,2024-12-09 22:19:00,2024-12-09 22:19:00,0,1,4,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen|Esslingen(Neckar)|Oberesslingen|Esslingen-Zell,Störung,,,,,h,-8199876978329734252-2412092116,24,,Monday,Monday
8000508,Altbach,S1,7170,-1681307597298006387-2412092146-24,2024-12-09 22:49:00,2024-12-09 22:49:00,0,2024-12-09 22:49:00,2024-12-09 22:51:00,2,,4,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen|Esslingen(Neckar)|Oberesslingen|Esslingen-Zell,,,,,,,-1681307597298006387-2412092146,24,,Monday,Monday
8000508,Altbach,S1,39903,-7186256616451460609-2412092220-6,2024-12-09 22:37:00,2024-12-09 22:37:00,0,2024-12-09 22:37:00,2024-12-09 22:37:00,0,,3,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen,,,,,,,-7186256616451460609-2412092220,6,,Monday,Monday
8000630,Asperg,S5,39943,2370738772915260020-2412092207-3,2024-12-09 22:12:00,2024-12-09 22:13:00,1,2024-12-09 22:13:00,2024-12-09 22:14:00,1,,3,nan,Bietigheim-Bissingen|Tamm(Württ),,,,,,,2370738772915260020-2412092207,3,,Monday,Monday
8000630,Asperg,S5,39945,7542123062867668611-2412092237-3,2024-12-09 22:42:00,2024-12-09 22:43:00,1,2024-12-09 22:43:00,2024-12-09 22:43:00,0,,3,nan,Bietigheim-Bissingen|Tamm(Württ),,,,,,,7542123062867668611-2412092237,3,,Monday,Monday
8000630,Asperg,S5,39946,-6798551918577624976-2412092217-10,2024-12-09 22:47:00,2024-12-09 22:54:00,7,2024-12-09 22:47:00,2024-12-09 22:55:00,8,,4,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg,,,,,,,-6798551918577624976-2412092217,10,,Monday,Monday
8000630,Asperg,S5,7568,7857731125780769066-2412092152-10,2024-12-09 22:17:00,2024-12-09 22:17:00,0,2024-12-09 22:17:00,2024-12-09 22:17:00,0,,4,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg,,,,,,,7857731125780769066-2412092152,10,,Monday,Monday
8000016,Backnang,S3,39927,-2221934946050440245-2412092241-1,,,0,2024-12-09 22:41:00,2024-12-09 22:44:00,3,,nan,nan,,,,,,,,-2221934946050440245-2412092241,1,,,Monday
8000016,Backnang,S3,7368,3669314549837099490-2412092148-23,2024-12-09 22:48:00,2024-12-09 22:48:00,0,,,0,,5,nan,Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Neustadt-Hohenacker|Schwaikheim|Winnenden|Nellmersbach|Maubach,,,,,,,3669314549837099490-2412092148,23,,Monday,
8000016,Backnang,S3,7366,-7392637175142738147-2412092118-23,2024-12-09 22:18:00,2024-12-09 22:19:00,1,,,0,1,5,nan,Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Neustadt-Hohenacker|Schwaikheim|Winnenden|Nellmersbach|Maubach,Störung,,,,,h,-7392637175142738147-2412092118,23,,Monday,
8000016,Backnang,S3,39925,6755555301732700564-2412092211-1,,,0,2024-12-09 22:11:00,2024-12-09 22:12:00,1,,nan,nan,,,,,,,,6755555301732700564-2412092211,1,,,Monday
8000873,Benningen (Neckar),S4,7466,-7792000217206483448-2412092202-12,2024-12-09 22:32:00,2024-12-09 22:57:00,25,2024-12-09 22:33:00,2024-12-09 22:58:00,25,1,1,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg|Favoritepark|Freiberg(Neckar),Bauarbeiten,,,,,h,-7792000217206483448-2412092202,12,,Monday,Monday
8000873,Benningen (Neckar),S4,39937,257589633523751403-2412092255-2,2024-12-09 22:57:00,2024-12-09 22:57:00,0,2024-12-09 22:57:00,2024-12-09 22:57:00,0,1,2,nan,Marbach(Neckar),Bauarbeiten,,,,,h,257589633523751403-2412092255,2,,Monday,Monday
8000873,Benningen (Neckar),S4,39935,2189727646498082498-2412092225-2,2024-12-09 22:27:00,2024-12-09 22:27:00,0,2024-12-09 22:27:00,2024-12-09 22:27:00,0,1,2,nan,Marbach(Neckar),Bauarbeiten,,,,,h,2189727646498082498-2412092225,2,,Monday,Monday
8000873,Benningen (Neckar),S4,7464,-245897467744508035-2412092132-12,2024-12-09 22:02:00,2024-12-09 22:04:00,2,2024-12-09 22:03:00,2024-12-09 22:04:00,1,1,1,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg|Favoritepark|Freiberg(Neckar),Bauarbeiten,,,,,h,-245897467744508035-2412092132,12,,Monday,Monday
8000934,Beutelsbach,S2,39915,-6499790020390525735-2412092218-6,2024-12-09 22:30:00,2024-12-09 22:32:00,2,2024-12-09 22:30:00,2024-12-09 22:32:00,2,,2,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach,,,,,,,-6499790020390525735-2412092218,6,,Monday,Monday
8000934,Beutelsbach,S2,39910,823936523782340305-2412092200-22,2024-12-09 22:57:00,2024-12-09 22:57:00,0,2024-12-09 22:58:00,2024-12-09 22:58:00,0,,1,nan,Filderstadt|Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Rommelshausen|Stetten-Beinstein|Endersbach,,,,,,,823936523782340305-2412092200,22,,Monday,Monday
8000934,Beutelsbach,S2,7266,158796727225647364-2412092133-22,2024-12-09 22:28:00,2024-12-09 22:28:00,0,2024-12-09 22:28:00,2024-12-09 22:28:00,0,,1,nan,Filderstadt|Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Rommelshausen|Stetten-Beinstein|Endersbach,,,,,,,158796727225647364-2412092133,22,,Monday,Monday
8000934,Beutelsbach,S2,39913,8851581804745371822-2412092148-6,2024-12-09 22:00:00,2024-12-09 22:00:00,0,2024-12-09 22:00:00,2024-12-09 22:01:00,1,,2,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach,,,,,,,8851581804745371822-2412092148,6,,Monday,Monday
8000038,Bietigheim-Bissingen,S5,39943,2370738772915260020-2412092207-1,,,0,2024-12-09 22:07:00,2024-12-09 22:07:00,0,,nan,nan,,,,,,,,2370738772915260020-2412092207,1,,,Monday
8000038,Bietigheim-Bissingen,S5,39945,7542123062867668611-2412092237-1,,,0,2024-12-09 22:37:00,2024-12-09 22:37:00,0,,nan,nan,,,,,,,,7542123062867668611-2412092237,1,,,Monday
8000038,Bietigheim-Bissingen,S5,39946,-6798551918577624976-2412092217-12,2024-12-09 22:54:00,2024-12-09 23:02:00,8,,,0,,5,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg|Asperg|Tamm(Württ),,,,,,,-6798551918577624976-2412092217,12,,Monday,
8000038,Bietigheim-Bissingen,S5,7568,7857731125780769066-2412092152-12,2024-12-09 22:24:00,2024-12-09 22:25:00,1,,,0,,5,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg|Asperg|Tamm(Württ),,,,,,,7857731125780769066-2412092152,12,,Monday,
8001055,Böblingen,S1,39901,328804799257861666-2412092150-19,2024-12-09 22:59:00,2024-12-09 23:09:00,10,2024-12-09 22:59:00,2024-12-09 23:10:00,11,,4,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar)|Esslingen-Mettingen|Stuttgart-Obertürkheim|Stuttgart-Untertürkheim|Stuttgart Neckarpark|Stuttgart-Bad Cannstatt|Stuttgart Hbf|Stuttgart-Vaihingen|Stuttgart-Rohr|Goldberg(Württ),,,,,,,328804799257861666-2412092150,19,,Monday,Monday
8001055,Böblingen,S60,7072,3179948115805207944-2412092239-7,2024-12-09 22:56:00,2024-12-09 22:55:00,-1,,,0,,5,nan,Renningen|Renningen Süd|Magstadt|Maichingen Nord|Maichingen|Sindelfingen,,,,,,,3179948115805207944-2412092239,7,,Monday,
8001055,Böblingen,S60,7070,638916155102202133-2412092209-7,2024-12-09 22:26:00,2024-12-09 22:26:00,0,,,0,,5,nan,Renningen|Renningen Süd|Magstadt|Maichingen Nord|Maichingen|Sindelfingen,,,,,,,638916155102202133-2412092209,7,,Monday,
8001055,Böblingen,S1,7170,-1681307597298006387-2412092146-6,2024-12-09 22:00:00,2024-12-09 22:00:00,0,2024-12-09 22:00:00,2024-12-09 22:00:00,0,,3,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb,,,,,,,-1681307597298006387-2412092146,6,,Monday,Monday
8001055,Böblingen,S1,7169,-1445914617040136913-2412092120-24,2024-12-09 22:29:00,2024-12-09 22:29:00,0,2024-12-09 22:29:00,2024-12-09 22:30:00,1,1,4,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar)|Esslingen-Mettingen|Stuttgart-Obertürkheim|Stuttgart-Untertürkheim|Stuttgart Neckarpark|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Goldberg(Württ),Störung,,,,,h,-1445914617040136913-2412092120,24,,Monday,Monday
8001055,Böblingen,S60,7071,-6377144391840629397-2412092234-1,,,0,2024-12-09 22:34:00,2024-12-09 22:34:00,0,,nan,nan,,,,,,,,-6377144391840629397-2412092234,1,,,Monday
8001055,Böblingen,S60,7069,1355245828663087033-2412092204-1,,,0,2024-12-09 22:04:00,2024-12-09 22:04:00,0,,nan,nan,,,,,,,,1355245828663087033-2412092204,1,,,Monday
8001055,Böblingen,S1,39900,-7235371529858086484-2412092216-6,2024-12-09 22:30:00,2024-12-09 22:32:00,2,2024-12-09 22:30:00,2024-12-09 22:33:00,3,,3,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb,,,,,,,-7235371529858086484-2412092216,6,,Monday,Monday
8001476,Ditzingen,S6,7666,-3818109686384250861-2412092142-11,2024-12-09 22:06:00,2024-12-09 22:06:00,0,2024-12-09 22:06:00,2024-12-09 22:06:00,0,,2,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Neuwirtshaus(Porscheplatz)|Korntal|Weilimdorf,,,,,,,-3818109686384250861-2412092142,11,,Monday,Monday
8001476,Ditzingen,S6,7668,1021373165035643623-2412092212-11,2024-12-09 22:36:00,2024-12-09 22:36:00,0,2024-12-09 22:36:00,2024-12-09 22:36:00,0,,2,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Neuwirtshaus(Porscheplatz)|Korntal|Weilimdorf,,,,,,,1021373165035643623-2412092212,11,,Monday,Monday
8001476,Ditzingen,S6,37885,-4662012575537759888-2412092233-7,2024-12-09 22:54:00,2024-12-09 22:54:00,0,2024-12-09 22:54:00,2024-12-09 22:54:00,0,,3,nan,Weil der Stadt|Malmsheim|Renningen|Rutesheim|Leonberg|Höfingen,,,,,,,-4662012575537759888-2412092233,7,,Monday,Monday
8001476,Ditzingen,S6,37883,7900200097924641304-2412092203-7,2024-12-09 22:24:00,2024-12-09 22:24:00,0,2024-12-09 22:24:00,2024-12-09 22:24:00,0,,3,nan,Weil der Stadt|Malmsheim|Renningen|Rutesheim|Leonberg|Höfingen,,,,,,,7900200097924641304-2412092203,7,,Monday,Monday
8001650,Echterdingen,S2,39912,-6597129258828506427-2412092230-3,2024-12-09 22:36:00,2024-12-09 22:35:00,-1,2024-12-09 22:36:00,2024-12-09 22:36:00,0,,2,nan,Filderstadt|Stuttgart Flughafen/Messe,,,,,,,-6597129258828506427-2412092230,3,,Monday,Monday
8001650,Echterdingen,S2,39910,823936523782340305-2412092200-3,2024-12-09 22:06:00,2024-12-09 22:06:00,0,2024-12-09 22:06:00,2024-12-09 22:06:00,0,,2,nan,Filderstadt|Stuttgart Flughafen/Messe,,,,,,,823936523782340305-2412092200,3,,Monday,Monday
8001650,Echterdingen,S2,7269,2890455660221075834-2412092118-25,2024-12-09 22:19:00,2024-12-09 22:19:00,0,2024-12-09 22:20:00,2024-12-09 22:20:00,0,1,1,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach|Endersbach|Stetten-Beinstein|Rommelshausen|Waiblingen|Fellbach|Stuttgart-Sommerrain|Stuttgart Nürnberger Str.|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Oberaichen|Leinfelden,Störung,,,,,h,2890455660221075834-2412092118,25,,Monday,Monday
8001650,Echterdingen,S3,7369,970449513727673732-2412092141-22,2024-12-09 22:39:00,2024-12-09 22:39:00,0,2024-12-09 22:40:00,2024-12-09 22:40:00,0,,1,nan,Backnang|Maubach|Nellmersbach|Winnenden|Schwaikheim|Neustadt-Hohenacker|Waiblingen|Fellbach|Stuttgart-Sommerrain|Stuttgart Nürnberger Str.|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Oberaichen|Leinfelden,,,,,,,970449513727673732-2412092141,22,,Monday,Monday
8001650,Echterdingen,S3,7367,3859668929434965477-2412092111-22,2024-12-09 22:09:00,2024-12-09 22:10:00,1,2024-12-09 22:10:00,2024-12-09 22:11:00,1,1,1,nan,Backnang|Maubach|Nellmersbach|Winnenden|Schwaikheim|Neustadt-Hohenacker|Waiblingen|Fellbach|Stuttgart-Sommerrain|Stuttgart Nürnberger Str.|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Oberaichen|Leinfelden,Störung,,,,,h,3859668929434965477-2412092111,22,,Monday,Monday
8001650,Echterdingen,S3,37892,-3869877481741224048-2412092248-2,2024-12-09 22:50:00,2024-12-09 22:50:00,0,2024-12-09 22:50:00,2024-12-09 22:50:00,0,,2,nan,Stuttgart Flughafen/Messe,,,,,,,-3869877481741224048-2412092248,2,,Monday,Monday
8001650,Echterdingen,S2,39913,8851581804745371822-2412092148-25,2024-12-09 22:52:00,2024-12-09 22:52:00,0,2024-12-09 22:52:00,2024-12-09 22:53:00,1,,1,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach|Endersbach|Stetten-Beinstein|Rommelshausen|Waiblingen|Fellbach|Stuttgart-Sommerrain|Stuttgart Nürnberger Str.|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Oberaichen|Leinfelden,,,,,,,8851581804745371822-2412092148,25,,Monday,Monday
8001650,Echterdingen,S3,37890,-6136413630279906632-2412092218-2,2024-12-09 22:20:00,2024-12-09 22:20:00,0,2024-12-09 22:20:00,2024-12-09 22:20:00,0,,2,nan,Stuttgart Flughafen/Messe,,,,,,,-6136413630279906632-2412092218,2,,Monday,Monday
8001689,Ehningen (b Böblingen),S1,7167,3106830256264099267-2412092050-26,2024-12-09 22:04:00,2024-12-09 22:19:00,15,2024-12-09 22:04:00,2024-12-09 22:19:00,15,1,2,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar)|Esslingen-Mettingen|Stuttgart-Obertürkheim|Stuttgart-Untertürkheim|Stuttgart Neckarpark|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Goldberg(Württ)|Böblingen|Hulb,Störung,,,,,h,3106830256264099267-2412092050,26,,Monday,Monday
8001689,Ehningen (b Böblingen),S1,7169,-1445914617040136913-2412092120-26,2024-12-09 22:34:00,2024-12-09 22:34:00,0,2024-12-09 22:34:00,2024-12-09 22:35:00,1,1,2,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar)|Esslingen-Mettingen|Stuttgart-Obertürkheim|Stuttgart-Untertürkheim|Stuttgart Neckarpark|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Goldberg(Württ)|Böblingen|Hulb,Störung,,,,,h,-1445914617040136913-2412092120,26,,Monday,Monday
8001689,Ehningen (b Böblingen),S1,39902,-6854037876429728298-2412092246-4,2024-12-09 22:55:00,2024-12-09 22:55:00,0,2024-12-09 22:55:00,2024-12-09 22:55:00,0,,1,nan,Herrenberg|Nufringen|Gärtringen,,,,,,,-6854037876429728298-2412092246,4,,Monday,Monday
8001689,Ehningen (b Böblingen),S1,39900,-7235371529858086484-2412092216-4,2024-12-09 22:25:00,2024-12-09 22:27:00,2,2024-12-09 22:25:00,2024-12-09 22:27:00,2,,1,nan,Herrenberg|Nufringen|Gärtringen,,,,,,,-7235371529858086484-2412092216,4,,Monday,Monday
8001785,Endersbach,S2,39915,-6499790020390525735-2412092218-7,2024-12-09 22:32:00,2024-12-09 22:33:00,1,2024-12-09 22:32:00,2024-12-09 22:34:00,2,,3,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach,,,,,,,-6499790020390525735-2412092218,7,,Monday,Monday
8001785,Endersbach,S2,39910,823936523782340305-2412092200-21,2024-12-09 22:56:00,2024-12-09 22:56:00,0,2024-12-09 22:56:00,2024-12-09 22:56:00,0,,2,nan,Filderstadt|Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Rommelshausen|Stetten-Beinstein,,,,,,,823936523782340305-2412092200,21,,Monday,Monday
8001785,Endersbach,S2,7266,158796727225647364-2412092133-21,2024-12-09 22:26:00,2024-12-09 22:26:00,0,2024-12-09 22:26:00,2024-12-09 22:26:00,0,,2,nan,Filderstadt|Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Rommelshausen|Stetten-Beinstein,,,,,,,158796727225647364-2412092133,21,,Monday,Monday
8001785,Endersbach,S2,39913,8851581804745371822-2412092148-7,2024-12-09 22:02:00,2024-12-09 22:02:00,0,2024-12-09 22:02:00,2024-12-09 22:03:00,1,,3,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach,,,,,,,8851581804745371822-2412092148,7,,Monday,Monday
8001920,Esslingen (Neckar),S1,39901,328804799257861666-2412092150-9,2024-12-09 22:14:00,2024-12-09 22:19:00,5,2024-12-09 22:14:00,2024-12-09 22:20:00,6,,7,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen,,,,,,,328804799257861666-2412092150,9,,Monday,Monday
8001920,Esslingen (Neckar),S1,7168,-8199876978329734252-2412092116-21,2024-12-09 22:12:00,2024-12-09 22:11:00,-1,2024-12-09 22:12:00,2024-12-09 22:12:00,0,1,8,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen,Störung,,,,,h,-8199876978329734252-2412092116,21,,Monday,Monday
8001920,Esslingen (Neckar),S1,7170,-1681307597298006387-2412092146-21,2024-12-09 22:42:00,2024-12-09 22:41:00,-1,2024-12-09 22:42:00,2024-12-09 22:42:00,0,,8,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen,,,,,,,-1681307597298006387-2412092146,21,,Monday,Monday
8001920,Esslingen (Neckar),S1,39903,-7186256616451460609-2412092220-9,2024-12-09 22:44:00,2024-12-09 22:44:00,0,2024-12-09 22:44:00,2024-12-09 22:44:00,0,,7,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen,,,,,,,-7186256616451460609-2412092220,9,,Monday,Monday
8001921,Esslingen-Mettingen,S1,39901,328804799257861666-2412092150-10,2024-12-09 22:16:00,2024-12-09 22:25:00,9,2024-12-09 22:17:00,2024-12-09 22:25:00,8,,3,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar),,,,,,,328804799257861666-2412092150,10,,Monday,Monday
8001921,Esslingen-Mettingen,S1,7168,-8199876978329734252-2412092116-20,2024-12-09 22:09:00,2024-12-09 22:08:00,-1,2024-12-09 22:09:00,2024-12-09 22:09:00,0,1,4,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim,Störung,,,,,h,-8199876978329734252-2412092116,20,,Monday,Monday
