eva_nr,station_name,line,train_number,ID,planned_arrival,changed_arrival,arrival_delay_m,planned_departure,changed_departure,departure_delay_m,priority,planned_platform,changed_platform_arrival,path,info,arrival_status,departure_status,arrival_path,departure_path,message_status,train_route_id,train_line_number,status_train,arrival_weekday,departure_weekday
8000508,Altbach,S1,7167,3106830256264099267-2412082050-6,2024-12-08 21:10:00,2024-12-08 21:10:00,0,2024-12-08 21:10:00,2024-12-08 21:10:00,0,,3,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen,,,,,,,3106830256264099267-2412082050,6,,Sunday,Sunday
8000508,Altbach,S1,7169,-1445914617040136913-2412082120-6,2024-12-08 21:40:00,2024-12-08 21:41:00,1,2024-12-08 21:40:00,2024-12-08 21:41:00,1,,3,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen,,,,,,,-1445914617040136913-2412082120,6,,Sunday,Sunday
8000508,Altbach,S1,7166,-4958365870252331620-2412082046-24,2024-12-08 21:49:00,2024-12-08 21:50:00,1,2024-12-08 21:49:00,2024-12-08 21:50:00,1,,4,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen|Esslingen(Neckar)|Oberesslingen|Esslingen-Zell,,,,,,,-4958365870252331620-2412082046,24,,Sunday,Sunday
8000508,Altbach,S1,7164,-8642159561366852488-2412082016-24,2024-12-08 21:19:00,2024-12-08 21:18:00,-1,2024-12-08 21:19:00,2024-12-08 21:19:00,0,,4,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen|Esslingen(Neckar)|Oberesslingen|Esslingen-Zell,,,,,,,-8642159561366852488-2412082016,24,,Sunday,Sunday
8000630,Asperg,S5,7566,-61777120256128667-2412082122-10,2024-12-08 21:47:00,2024-12-08 21:47:00,0,2024-12-08 21:47:00,2024-12-08 21:48:00,1,,4,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg,,,,,,,-61777120256128667-2412082122,10,,Sunday,Sunday
8000630,Asperg,S5,7564,9123483855778599269-2412082052-10,2024-12-08 21:17:00,2024-12-08 21:19:00,2,2024-12-08 21:17:00,2024-12-08 21:20:00,3,,4,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg,,,,,,,9123483855778599269-2412082052,10,,Sunday,Sunday
8000630,Asperg,S5,7569,-3661735359450834382-2412082137-3,2024-12-08 21:42:00,2024-12-08 21:43:00,1,2024-12-08 21:43:00,2024-12-08 21:43:00,0,,3,nan,Bietigheim-Bissingen|Tamm(Württ),,,,,,,-3661735359450834382-2412082137,3,,Sunday,Sunday
8000630,Asperg,S5,7567,8207276654188600407-2412082107-3,2024-12-08 21:12:00,2024-12-08 21:13:00,1,2024-12-08 21:13:00,2024-12-08 21:13:00,0,,3,nan,Bietigheim-Bissingen|Tamm(Württ),,,,,,,8207276654188600407-2412082107,3,,Sunday,Sunday
8000016,Backnang,S3,7367,3859668929434965477-2412082111-1,,,0,2024-12-08 21:11:00,2024-12-08 21:11:00,0,1,nan,nan,,Bauarbeiten,,,,,h,3859668929434965477-2412082111,1,,,Sunday
8000016,Backnang,S3,7364,-6685159433105949701-2412082100-18,2024-12-08 21:48:00,2024-12-08 21:50:00,2,,,0,,5,nan,Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Neustadt-Hohenacker|Schwaikheim|Winnenden|Nellmersbach|Maubach,,,,,,,-6685159433105949701-2412082100,18,,Sunday,
8000016,Backnang,S3,7362,-4846574029564967244-2412082030-18,2024-12-08 21:18:00,2024-12-08 21:20:00,2,,,0,,5,nan,Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Neustadt-Hohenacker|Schwaikheim|Winnenden|Nellmersbach|Maubach,,,,,,,-4846574029564967244-2412082030,18,,Sunday,
8000016,Backnang,S3,7369,970449513727673732-2412082141-1,,,0,2024-12-08 21:41:00,2024-12-08 21:41:00,0,1,nan,nan,,Bauarbeiten,,,,,h,970449513727673732-2412082141,1,,,Sunday
8000873,Benningen (Neckar),S4,7462,-2908710575104809874-2412082102-12,2024-12-08 21:32:00,2024-12-08 21:33:00,1,2024-12-08 21:33:00,2024-12-08 21:33:00,0,1,1,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg|Favoritepark|Freiberg(Neckar),Bauarbeiten,,,,,h,-2908710575104809874-2412082102,12,,Sunday,Sunday
8000873,Benningen (Neckar),S4,7460,-3892293286482356107-2412082032-12,2024-12-08 21:02:00,2024-12-08 21:03:00,1,2024-12-08 21:03:00,2024-12-08 21:04:00,1,1,1,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg|Favoritepark|Freiberg(Neckar),Bauarbeiten,,,,,h,-3892293286482356107-2412082032,12,,Sunday,Sunday
8000873,Benningen (Neckar),S4,7469,3766048702884366970-2412082155-2,2024-12-08 21:57:00,2024-12-08 21:57:00,0,2024-12-08 21:57:00,2024-12-08 21:57:00,0,1,2,nan,Marbach(Neckar),Bauarbeiten,,,,,h,3766048702884366970-2412082155,2,,Sunday,Sunday
8000873,Benningen (Neckar),S4,7467,6922583197127399758-2412082125-2,2024-12-08 21:27:00,2024-12-08 21:27:00,0,2024-12-08 21:27:00,2024-12-08 21:27:00,0,1,2,nan,Marbach(Neckar),Bauarbeiten,,,,,h,6922583197127399758-2412082125,2,,Sunday,Sunday
8000934,Beutelsbach,S2,7264,-7976145198657019864-2412082103-22,2024-12-08 21:58:00,2024-12-08 21:58:00,0,2024-12-08 21:58:00,2024-12-08 21:59:00,1,,1,nan,Filderstadt|Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Rommelshausen|Stetten-Beinstein|Endersbach,,,,,,,-7976145198657019864-2412082103,22,,Sunday,Sunday
8000934,Beutelsbach,S2,7267,2628700476961371155-2412082048-6,2024-12-08 21:00:00,2024-12-08 21:00:00,0,2024-12-08 21:00:00,2024-12-08 21:01:00,1,1,2,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach,Bauarbeiten,,,,,h,2628700476961371155-2412082048,6,,Sunday,Sunday
8000934,Beutelsbach,S2,7269,2890455660221075834-2412082118-6,2024-12-08 21:30:00,2024-12-08 21:30:00,0,2024-12-08 21:30:00,2024-12-08 21:31:00,1,1,2,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach,Bauarbeiten,,,,,h,2890455660221075834-2412082118,6,,Sunday,Sunday
8000934,Beutelsbach,S2,7262,8461558441934507205-2412082033-22,2024-12-08 21:28:00,2024-12-08 21:33:00,5,2024-12-08 21:28:00,2024-12-08 21:33:00,5,,1,nan,Filderstadt|Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Rommelshausen|Stetten-Beinstein|Endersbach,,,,,,,8461558441934507205-2412082033,22,,Sunday,Sunday
8000038,Bietigheim-Bissingen,S5,7566,-61777120256128667-2412082122-12,2024-12-08 21:54:00,2024-12-08 21:54:00,0,,,0,,5,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg|Asperg|Tamm(Württ),,,,,,,-61777120256128667-2412082122,12,,Sunday,
8000038,Bietigheim-Bissingen,S5,7564,9123483855778599269-2412082052-12,2024-12-08 21:24:00,2024-12-08 21:26:00,2,,,0,,5,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg|Asperg|Tamm(Württ),,,,,,,9123483855778599269-2412082052,12,,Sunday,
8000038,Bietigheim-Bissingen,S5,7569,-3661735359450834382-2412082137-1,,,0,2024-12-08 21:37:00,2024-12-08 21:37:00,0,,nan,nan,,,,,,,,-3661735359450834382-2412082137,1,,,Sunday
8000038,Bietigheim-Bissingen,S5,7567,8207276654188600407-2412082107-1,,,0,2024-12-08 21:07:00,2024-12-08 21:07:00,0,,nan,nan,,,,,,,,8207276654188600407-2412082107,1,,,Sunday
8001055,Böblingen,S1,7167,3106830256264099267-2412082050-24,2024-12-08 21:59:00,2024-12-08 21:59:00,0,2024-12-08 21:59:00,2024-12-08 21:59:00,0,,4,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar)|Esslingen-Mettingen|Stuttgart-Obertürkheim|Stuttgart-Untertürkheim|Stuttgart Neckarpark|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Goldberg(Württ),,,,,,,3106830256264099267-2412082050,24,,Sunday,Sunday
8001055,Böblingen,S60,7066,-8704068166536573751-2412082109-7,2024-12-08 21:26:00,2024-12-08 21:26:00,0,,,0,,5,nan,Renningen|Renningen Süd|Magstadt|Maichingen Nord|Maichingen|Sindelfingen,,,,,,,-8704068166536573751-2412082109,7,,Sunday,
8001055,Böblingen,S60,7065,-8158613416807274501-2412082104-1,,,0,2024-12-08 21:04:00,2024-12-08 21:04:00,0,,nan,nan,,,,,,,,-8158613416807274501-2412082104,1,,,Sunday
8001055,Böblingen,S60,7067,-5866427935955509808-2412082134-1,,,0,2024-12-08 21:34:00,2024-12-08 21:34:00,0,,nan,nan,,,,,,,,-5866427935955509808-2412082134,1,,,Sunday
8001055,Böblingen,S1,7166,-4958365870252331620-2412082046-6,2024-12-08 21:00:00,2024-12-08 21:00:00,0,2024-12-08 21:00:00,2024-12-08 21:00:00,0,,3,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb,,,,,,,-4958365870252331620-2412082046,6,,Sunday,Sunday
8001055,Böblingen,S1,7168,-8199876978329734252-2412082116-6,2024-12-08 21:30:00,2024-12-08 21:31:00,1,2024-12-08 21:30:00,2024-12-08 21:31:00,1,,3,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb,,,,,,,-8199876978329734252-2412082116,6,,Sunday,Sunday
8001055,Böblingen,S1,7165,904272065433025864-2412082020-24,2024-12-08 21:29:00,2024-12-08 21:32:00,3,2024-12-08 21:29:00,2024-12-08 21:33:00,4,,4,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar)|Esslingen-Mettingen|Stuttgart-Obertürkheim|Stuttgart-Untertürkheim|Stuttgart Neckarpark|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Goldberg(Württ),,,,,,,904272065433025864-2412082020,24,,Sunday,Sunday
8001055,Böblingen,S60,7068,-279161464129784570-2412082139-7,2024-12-08 21:56:00,2024-12-08 21:57:00,1,,,0,,5,nan,Renningen|Renningen Süd|Magstadt|Maichingen Nord|Maichingen|Sindelfingen,,,,,,,-279161464129784570-2412082139,7,,Sunday,
8001476,Ditzingen,S6,7664,-4062874940311834418-2412082112-11,2024-12-08 21:36:00,2024-12-08 21:38:00,2,2024-12-08 21:36:00,2024-12-08 21:38:00,2,,2,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Neuwirtshaus(Porscheplatz)|Korntal|Weilimdorf,,,,,,,-4062874940311834418-2412082112,11,,Sunday,Sunday
8001476,Ditzingen,S6,7669,-4129909752986717170-2412082133-7,2024-12-08 21:54:00,2024-12-08 21:54:00,0,2024-12-08 21:54:00,2024-12-08 21:54:00,0,,3,nan,Weil der Stadt|Malmsheim|Renningen|Rutesheim|Leonberg|Höfingen,,,,,,,-4129909752986717170-2412082133,7,,Sunday,Sunday
8001476,Ditzingen,S6,7667,-7506781114720968709-2412082103-7,2024-12-08 21:24:00,2024-12-08 21:24:00,0,2024-12-08 21:24:00,2024-12-08 21:24:00,0,,3,nan,Weil der Stadt|Malmsheim|Renningen|Rutesheim|Leonberg|Höfingen,,,,,,,-7506781114720968709-2412082103,7,,Sunday,Sunday
8001476,Ditzingen,S6,7662,7282751108913523112-2412082042-11,2024-12-08 21:06:00,2024-12-08 21:06:00,0,2024-12-08 21:06:00,2024-12-08 21:06:00,0,,2,nan,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Neuwirtshaus(Porscheplatz)|Korntal|Weilimdorf,,,,,,,7282751108913523112-2412082042,11,,Sunday,Sunday
8001650,Echterdingen,S2,7264,-7976145198657019864-2412082103-3,2024-12-08 21:10:00,2024-12-08 21:09:00,-1,2024-12-08 21:10:00,2024-12-08 21:10:00,0,,2,nan,Filderstadt|Stuttgart Flughafen/Messe,,,,,,,-7976145198657019864-2412082103,3,,Sunday,Sunday
8001650,Echterdingen,S2,7266,158796727225647364-2412082133-3,2024-12-08 21:40:00,2024-12-08 21:40:00,0,2024-12-08 21:40:00,2024-12-08 21:41:00,1,,2,nan,Filderstadt|Stuttgart Flughafen/Messe,,,,,,,158796727225647364-2412082133,3,,Sunday,Sunday
8001650,Echterdingen,S2,7267,2628700476961371155-2412082048-23,2024-12-08 21:49:00,2024-12-08 21:50:00,1,2024-12-08 21:50:00,2024-12-08 21:51:00,1,1,1,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach|Endersbach|Stetten-Beinstein|Rommelshausen|Waiblingen|Fellbach|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Oberaichen|Leinfelden,Bauarbeiten,,,,,h,2628700476961371155-2412082048,23,,Sunday,Sunday
8001650,Echterdingen,S2,7265,3851149700712559495-2412082018-25,2024-12-08 21:19:00,2024-12-08 21:19:00,0,2024-12-08 21:20:00,2024-12-08 21:20:00,0,1,1,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach|Endersbach|Stetten-Beinstein|Rommelshausen|Waiblingen|Fellbach|Stuttgart-Sommerrain|Stuttgart Nürnberger Str.|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Oberaichen|Leinfelden,Bauarbeiten,,,,,h,3851149700712559495-2412082018,25,,Sunday,Sunday
8001689,Ehningen (b Böblingen),S1,7170,-1681307597298006387-2412082146-4,2024-12-08 21:55:00,2024-12-08 21:55:00,0,2024-12-08 21:55:00,2024-12-08 21:56:00,1,,1,nan,Herrenberg|Nufringen|Gärtringen,,,,,,,-1681307597298006387-2412082146,4,,Sunday,Sunday
8001689,Ehningen (b Böblingen),S1,7163,-6930448942701268015-2412081950-26,2024-12-08 21:04:00,2024-12-08 21:05:00,1,2024-12-08 21:04:00,2024-12-08 21:06:00,2,,2,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar)|Esslingen-Mettingen|Stuttgart-Obertürkheim|Stuttgart-Untertürkheim|Stuttgart Neckarpark|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Goldberg(Württ)|Böblingen|Hulb,,,,,,,-6930448942701268015-2412081950,26,,Sunday,Sunday
8001689,Ehningen (b Böblingen),S1,7168,-8199876978329734252-2412082116-4,2024-12-08 21:25:00,2024-12-08 21:25:00,0,2024-12-08 21:25:00,2024-12-08 21:26:00,1,,1,nan,Herrenberg|Nufringen|Gärtringen,,,,,,,-8199876978329734252-2412082116,4,,Sunday,Sunday
8001689,Ehningen (b Böblingen),S1,7165,904272065433025864-2412082020-26,2024-12-08 21:34:00,2024-12-08 21:37:00,3,2024-12-08 21:34:00,2024-12-08 21:38:00,4,,2,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar)|Esslingen-Mettingen|Stuttgart-Obertürkheim|Stuttgart-Untertürkheim|Stuttgart Neckarpark|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Goldberg(Württ)|Böblingen|Hulb,,,,,,,904272065433025864-2412082020,26,,Sunday,Sunday
8001785,Endersbach,S2,7264,-7976145198657019864-2412082103-21,2024-12-08 21:56:00,2024-12-08 21:56:00,0,2024-12-08 21:56:00,2024-12-08 21:57:00,1,,2,nan,Filderstadt|Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Rommelshausen|Stetten-Beinstein,,,,,,,-7976145198657019864-2412082103,21,,Sunday,Sunday
8001785,Endersbach,S2,7267,2628700476961371155-2412082048-7,2024-12-08 21:02:00,2024-12-08 21:02:00,0,2024-12-08 21:02:00,2024-12-08 21:03:00,1,1,3,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach,Bauarbeiten,,,,,h,2628700476961371155-2412082048,7,,Sunday,Sunday
8001785,Endersbach,S2,7269,2890455660221075834-2412082118-7,2024-12-08 21:32:00,2024-12-08 21:32:00,0,2024-12-08 21:32:00,2024-12-08 21:33:00,1,1,3,nan,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach,Bauarbeiten,,,,,h,2890455660221075834-2412082118,7,,Sunday,Sunday
8001785,Endersbach,S2,7262,8461558441934507205-2412082033-21,2024-12-08 21:26:00,2024-12-08 21:28:00,2,2024-12-08 21:26:00,2024-12-08 21:31:00,5,,2,1.0,Filderstadt|Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Rommelshausen|Stetten-Beinstein,,,,,,,8461558441934507205-2412082033,21,,Sunday,Sunday
8001920,Esslingen (Neckar),S1,7167,3106830256264099267-2412082050-9,2024-12-08 21:17:00,2024-12-08 21:17:00,0,2024-12-08 21:18:00,2024-12-08 21:18:00,0,,7,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen,,,,,,,3106830256264099267-2412082050,9,,Sunday,Sunday
8001920,Esslingen (Neckar),S1,7169,-1445914617040136913-2412082120-9,2024-12-08 21:47:00,2024-12-08 21:49:00,2,2024-12-08 21:48:00,2024-12-08 21:49:00,1,,7,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen,,,,,,,-1445914617040136913-2412082120,9,,Sunday,Sunday
8001920,Esslingen (Neckar),S1,7166,-4958365870252331620-2412082046-21,2024-12-08 21:42:00,2024-12-08 21:42:00,0,2024-12-08 21:42:00,2024-12-08 21:43:00,1,,8,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen,,,,,,,-4958365870252331620-2412082046,21,,Sunday,Sunday
8001920,Esslingen (Neckar),S1,7164,-8642159561366852488-2412082016-21,2024-12-08 21:12:00,2024-12-08 21:11:00,-1,2024-12-08 21:12:00,2024-12-08 21:12:00,0,,8,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen,,,,,,,-8642159561366852488-2412082016,21,,Sunday,Sunday
8001921,Esslingen-Mettingen,S1,7167,3106830256264099267-2412082050-10,2024-12-08 21:20:00,2024-12-08 21:20:00,0,2024-12-08 21:20:00,2024-12-08 21:20:00,0,,3,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar),,,,,,,3106830256264099267-2412082050,10,,Sunday,Sunday
8001921,Esslingen-Mettingen,S1,7169,-1445914617040136913-2412082120-10,2024-12-08 21:50:00,2024-12-08 21:51:00,1,2024-12-08 21:50:00,2024-12-08 21:52:00,2,,3,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach|Esslingen-Zell|Oberesslingen|Esslingen(Neckar),,,,,,,-1445914617040136913-2412082120,10,,Sunday,Sunday
8001921,Esslingen-Mettingen,S1,7166,-4958365870252331620-2412082046-20,2024-12-08 21:39:00,2024-12-08 21:39:00,0,2024-12-08 21:39:00,2024-12-08 21:40:00,1,,4,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim,,,,,,,-4958365870252331620-2412082046,20,,Sunday,Sunday
8001921,Esslingen-Mettingen,S1,7164,-8642159561366852488-2412082016-20,2024-12-08 21:09:00,2024-12-08 21:08:00,-1,2024-12-08 21:09:00,2024-12-08 21:09:00,0,,4,nan,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim,,,,,,,-8642159561366852488-2412082016,20,,Sunday,Sunday
8006642,Esslingen-Zell,S1,7167,3106830256264099267-2412082050-7,2024-12-08 21:12:00,2024-12-08 21:12:00,0,2024-12-08 21:12:00,2024-12-08 21:12:00,0,,3,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach,,,,,,,3106830256264099267-2412082050,7,,Sunday,Sunday
8006642,Esslingen-Zell,S1,7169,-1445914617040136913-2412082120-7,2024-12-08 21:42:00,2024-12-08 21:43:00,1,2024-12-08 21:42:00,2024-12-08 21:43:00,1,,3,nan,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen|Altbach,,,,,,,-1445914617040136913-2412082120,7,,Sunday,Sunday
