ID,train_number,planned_arrival,planned_departure,planned_platform,planned_status,category_train,train,path,eva_nr,station_name,station_state,station_city,station_zipcode,station_long,station_lat,station_category,changed_arrival,changed_platform_arrival,changed_departure,changed_platform_departure,message_status,priority,info,arrival_hidden,departure_hidden,arrival_path,departure_path,arrival_status,departure_status,arrival_delay_m,departure_delay_m
8431153246129764034-2607220520-6,7105,2607220539.0,2607220540.0,3,,S,S1,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen,8000508,Altbach,Baden-Württemberg,Altbach,73776,9.382434033,48.72031354,3,2607220539.0,,2607220540.0,,,,,,,,,,,0.0,0.0
-4550115281200084116-2607220450-6,7103,2607220505.0,2607220505.0,3,,S,S1,Kirchheim(Teck)|Kirchheim(Teck)-Ötlingen|Wendlingen(Neckar)|Wernau(Neckar)|Plochingen,8000508,Altbach,Baden-Württemberg,Altbach,73776,9.382434033,48.72031354,3,2607220509.0,,2607220510.0,,,,,,,,,,,4.0,5.0
9164848740577760883-2607220525-10,7102,2607220550.0,2607220550.0,4,,S,S1,Stuttgart Hbf|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen|Esslingen(Neckar)|Oberesslingen|Esslingen-Zell,8000508,Altbach,Baden-Württemberg,Altbach,73776,9.382434033,48.72031354,3,2607220550.0,,2607220550.0,,,,,,,,,,,0.0,0.0
5019299385590866360-2607220537-3,7505,2607220542.0,2607220543.0,3,,S,S5,Bietigheim-Bissingen|Tamm(Württ),8000630,Asperg,Baden-Württemberg,Asperg,71679,9.147977466,48.90725609,4,2607220543.0,,2607220543.0,,,,,,,,,,,1.0,0.0
7415141918952771212-2607220527-7,7502,2607220547.0,2607220547.0,4,,S,S5,Stuttgart Hbf|Stuttgart Nordbahnhof|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg,8000630,Asperg,Baden-Württemberg,Asperg,71679,9.147977466,48.90725609,4,2607220547.0,,2607220547.0,,,,,,,,,,,0.0,0.0
7314216531638087218-2607220457-7,7500,2607220517.0,2607220517.0,4,,S,S5,Stuttgart Hbf|Stuttgart Nordbahnhof|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg,8000630,Asperg,Baden-Württemberg,Asperg,71679,9.147977466,48.90725609,4,2607220518.0,,2607220518.0,,,,,,,,,,,1.0,1.0
-8964161720775084233-2607220507-3,7503,2607220512.0,2607220513.0,3,,S,S5,Bietigheim-Bissingen|Tamm(Württ),8000630,Asperg,Baden-Württemberg,Asperg,71679,9.147977466,48.90725609,4,2607220513.0,,2607220514.0,,,,,,,,,,,1.0,1.0
5937887872805384969-2607220512-12,7300,2607220548.0,,5,,S,,Stuttgart Hbf|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Neustadt-Hohenacker|Schwaikheim|Winnenden|Nellmersbach|Maubach,8000016,Backnang,Baden-Württemberg,Backnang,71522,9.425986107,48.94264844,3,2607220548.0,,,,,,,,,,,,,0.0,0.0
9202194719412611846-2607220511-1,7303,,2607220511.0,,,S,S3,,8000016,Backnang,Baden-Württemberg,Backnang,71522,9.425986107,48.94264844,3,,,2607220512.0,,,,,,,,,,,0.0,1.0
-154362536894141261-2607220439-5,89689,2607220505.0,2607220506.0,4,,ARV,RE90,Stuttgart Hbf|Stuttgart-Bad Cannstatt|Waiblingen|Winnenden,8000016,Backnang,Baden-Württemberg,Backnang,71522,9.425986107,48.94264844,3,2607220506.0,,2607220507.0,,,,,,,,,,,1.0,1.0
-5957996030382060090-2607220438-10,17504,2607220533.0,2607220534.0,3,,RB,MEX90,Crailsheim|Eckartshausen-Ilshofen|Schwäbisch Hall-Hessental|Gaildorf West|Fichtenberg|Fornsbach|Murrhardt|Sulzbach(Murr)|Oppenweiler(Württ),8000016,Backnang,Baden-Württemberg,Backnang,71522,9.425986107,48.94264844,3,2607220536.0,,2607220537.0,,,,,,,,,,,3.0,3.0
5839892134711529343-2607220411-10,88628,2607220504.0,2607220505.0,3,,ARV,RE90,Crailsheim|Eckartshausen-Ilshofen|Schwäbisch Hall-Hessental|Gaildorf West|Fichtenberg|Fornsbach|Murrhardt|Sulzbach(Murr)|Oppenweiler(Württ),8000016,Backnang,Baden-Württemberg,Backnang,71522,9.425986107,48.94264844,3,2607220505.0,,2607220506.0,,,,,,,,,,,1.0,1.0
4883033308940108541-2607220541-1,7305,,2607220541.0,,,S,S3,,8000016,Backnang,Baden-Württemberg,Backnang,71522,9.425986107,48.94264844,3,,,2607220542.0,,,,,,,,,,,0.0,1.0
4518046235849319450-2607220515-4,7403,2607220527.0,2607220527.0,2,,S,S4,Kirchberg(Murr)|Erdmannhausen|Marbach(Neckar),8000873,Benningen (Neckar),Baden-Württemberg,Benningen am Neckar,71726,9.244299075,48.94379773,5,2607220527.0,,2607220528.0,,,,,,,,,,,0.0,1.0
7854628819929060816-2607220545-4,7405,2607220557.0,2607220557.0,2,,S,S4,Kirchberg(Murr)|Erdmannhausen|Marbach(Neckar),8000873,Benningen (Neckar),Baden-Württemberg,Benningen am Neckar,71726,9.244299075,48.94379773,5,2607220557.0,,2607220558.0,,,,,,,,,,,0.0,1.0
5958072436106014503-2607220520-10,7200,2607220543.0,2607220543.0,1,,S,S2,Stuttgart Hbf|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Rommelshausen|Stetten-Beinstein|Endersbach,8000934,Beutelsbach,Baden-Württemberg,Weinstadt,71384,9.38551589,48.81038925,5,2607220543.0,,2607220544.0,,,,,,,,,,,0.0,1.0
-4339967412658663229-2607220533-6,7205,2607220545.0,2607220545.0,2,,S,S2,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach,8000934,Beutelsbach,Baden-Württemberg,Weinstadt,71384,9.38551589,48.81038925,5,2607220545.0,,2607220545.0,,,,,,,,,,,0.0,0.0
7239447269276523252-2607220503-6,7203,2607220515.0,2607220515.0,2,,S,S2,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach,8000934,Beutelsbach,Baden-Württemberg,Weinstadt,71384,9.38551589,48.81038925,5,2607220515.0,,2607220516.0,,,,,,,,,,,0.0,1.0
2647571596793297803-2607220528-8,19209,2607220558.0,2607220559.0,8,,RE,RE18,Neckarsulm|Heilbronn Hbf|Nordheim(Württ)|Lauffen(Neckar)|Kirchheim(Neckar)|Walheim(Württ)|Besigheim,8000038,Bietigheim-Bissingen,Baden-Württemberg,Bietigheim-Bissingen,74321,9.137217396,48.94794988,2,2607220603.0,,2607220604.0,,,,,,,,,,,5.0,5.0
9073812697963658212-2607220504-1,19540,,2607220504.0,,,RE,MEX17,,8000038,Bietigheim-Bissingen,Baden-Württemberg,Bietigheim-Bissingen,74321,9.137217396,48.94794988,2,,,2607220504.0,9.0,,,,,,,,,,0.0,0.0
5019299385590866360-2607220537-1,7505,,2607220537.0,,,S,S5,,8000038,Bietigheim-Bissingen,Baden-Württemberg,Bietigheim-Bissingen,74321,9.137217396,48.94794988,2,,,2607220537.0,,,,,,,,,,,0.0,0.0
-781993968797136438-2607220452-7,19051,2607220518.0,2607220519.0,8,,ARV,RB8,Heilbronn Hbf|Nordheim(Württ)|Lauffen(Neckar)|Kirchheim(Neckar)|Walheim(Württ)|Besigheim,8000038,Bietigheim-Bissingen,Baden-Württemberg,Bietigheim-Bissingen,74321,9.137217396,48.94794988,2,2607220518.0,,2607220519.0,,,,,,,,,c,c,0.0,0.0
9095100448455970117-2607220452-3,19052,2607220510.0,2607220512.0,10,,ARV,RE8,Stuttgart Hbf|Ludwigsburg,8000038,Bietigheim-Bissingen,Baden-Württemberg,Bietigheim-Bissingen,74321,9.137217396,48.94794988,2,2607220510.0,,2607220512.0,,,,,,,,,,,0.0,0.0
5257769799311921186-2607220514-3,19542,2607220531.0,2607220532.0,7,,RE,MEX17,Stuttgart Hbf|Ludwigsburg,8000038,Bietigheim-Bissingen,Baden-Württemberg,Bietigheim-Bissingen,74321,9.137217396,48.94794988,2,2607220535.0,,2607220536.0,,,,,,,,,,,4.0,4.0
7427228833251001015-2607220510-3,19212,2607220526.0,2607220527.0,10,,RE,MEX12,Stuttgart Hbf|Ludwigsburg,8000038,Bietigheim-Bissingen,Baden-Württemberg,Bietigheim-Bissingen,74321,9.137217396,48.94794988,2,2607220527.0,,2607220528.0,,,,,,,,,,,1.0,1.0
4364995762712112167-2607220510-12,19501,2607220550.0,,,,RE,,Pforzheim Hbf|Eutingen(Baden)|Niefern|Enzberg|Mühlacker|Mühlacker Rößlesweg|Illingen(Württ)|Vaihingen(Enz)|Sersheim|Sachsenheim|Ellental,8000038,Bietigheim-Bissingen,Baden-Württemberg,Bietigheim-Bissingen,74321,9.137217396,48.94794988,2,2607220550.0,4.0,,,,,,,,,,,,0.0,0.0
7415141918952771212-2607220527-9,7502,2607220554.0,,6,,S,,Stuttgart Hbf|Stuttgart Nordbahnhof|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Kornwestheim Pbf|Ludwigsburg|Asperg|Tamm(Württ),8000038,Bietigheim-Bissingen,Baden-Württemberg,Bietigheim-Bissingen,74321,9.137217396,48.94794988,2,2607220554.0,5.0,,,,,,,,,,,,0.0,0.0
